,SolN,Fragments,ObjVal
0,1,"['frag_04_c00001', 'frag_16_c00001']",71.34458459822145
1,2,"['frag_02_c00001', 'frag_04_c00001', 'frag_16_c00001']",220.41186124181877
2,3,"['frag_02_c00001', 'frag_16_c00001']",234.07283853458284
