,SolN,Fragments,Excess,ObjValNoPen,ObjValWithPen,Assignments
368,369,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23567.12395722349,53567.12395722349,"[[(2, 1), (1, 9)], [(7, 2), (1, 3), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8)]]"
369,370,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23567.12395722349,53567.12395722349,"[[(2, 1), (1, 9)], [(7, 2), (1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)]]"
370,371,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",23584.743911790632,53584.74391179063,"[[(5, 1), (1, 3)], [(7, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (1, 9)]]"
371,372,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",23584.743911790603,53584.7439117906,"[[(5, 1), (1, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
372,373,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",23584.743911790603,53584.7439117906,"[[(4, 1), (1, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
373,374,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",33598.288042953296,53598.288042953296,"[[(4, 1), (1, 9)], [(1, 2), (7, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8)]]"
374,375,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7], [8]]",23670.601104010042,53670.60110401004,"[[(4, 1), (3, 2), (5, 6)], [(1, 3), (6, 4), (7, 5), (5, 7), (2, 8), (3, 9)]]"
375,376,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7], [8]]",23670.601104010042,53670.60110401004,"[[(4, 1), (3, 2), (5, 6)], [(1, 3), (2, 4), (7, 5), (5, 7), (6, 8), (3, 9)]]"
376,377,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",23678.119995154615,53678.119995154615,"[[(4, 1), (3, 2)], [(7, 3), (2, 4), (1, 5), (5, 6), (4, 7), (6, 8), (3, 9)]]"
377,378,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",23678.119995154615,53678.119995154615,"[[(4, 1), (3, 2)], [(7, 3), (6, 4), (1, 5), (5, 6), (4, 7), (2, 8), (3, 9)]]"
378,379,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23683.47647632417,53683.47647632417,"[[(2, 1), (1, 2)], [(7, 3), (6, 4), (1, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
379,380,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23683.47647632417,53683.47647632417,"[[(2, 1), (1, 2)], [(7, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
380,381,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23697.311022489215,53697.311022489215,"[[(3, 1), (1, 2)], [(1, 3), (2, 4), (7, 5), (5, 6), (4, 7), (6, 8), (3, 9)]]"
381,382,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23697.311022489215,53697.311022489215,"[[(3, 1), (1, 2)], [(1, 3), (6, 4), (7, 5), (5, 6), (4, 7), (2, 8), (3, 9)]]"
382,383,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",33733.02034746329,53733.02034746329,"[[(5, 1), (7, 3), (2, 4), (1, 5), (4, 7), (6, 8), (3, 9)], [(2, 2), (1, 6)]]"
383,384,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",33733.02034746329,53733.02034746329,"[[(5, 1), (7, 3), (6, 4), (1, 5), (4, 7), (2, 8), (3, 9)], [(2, 2), (1, 6)]]"
384,385,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",33748.71339530972,53748.71339530972,"[[(1, 2), (3, 3), (2, 4), (5, 6), (4, 7), (6, 8), (7, 9)], [(1, 1), (2, 5)]]"
385,386,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",23838.392610678246,53838.392610678246,"[[(4, 1), (1, 5)], [(7, 2), (1, 3), (2, 4), (5, 6), (4, 7), (6, 8), (3, 9)]]"
386,387,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",33841.25883564455,53841.25883564455,"[[(1, 2), (7, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8)], [(1, 1), (2, 9)]]"
387,388,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",33854.430040709616,53854.430040709616,"[[(4, 1), (1, 3)], [(7, 2), (2, 4), (1, 5), (5, 6), (4, 7), (6, 8), (3, 9)]]"
388,389,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6], [8]]",23857.89747207181,53857.89747207181,"[[(4, 1), (5, 6), (1, 9)], [(7, 2), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8)]]"
389,390,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",33911.03375723708,53911.03375723708,"[[(1, 1), (2, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
390,391,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",33911.03375723708,53911.03375723708,"[[(1, 1), (2, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
391,392,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44004.953275000735,54004.953275000735,"[[(5, 1), (7, 2), (1, 3), (2, 4), (4, 7), (6, 8), (3, 9)], [(1, 5), (2, 6)]]"
392,393,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",54012.8962547204,54012.8962547204,"[[(1, 1), (2, 3)], [(7, 2), (2, 4), (1, 5), (5, 6), (4, 7), (6, 8), (3, 9)]]"
393,394,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",54012.89625472043,54012.89625472043,"[[(1, 1), (2, 3)], [(7, 2), (6, 4), (1, 5), (5, 6), (4, 7), (2, 8), (3, 9)]]"
394,395,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",34016.0300208891,54016.0300208891,"[[(1, 5), (4, 6)], [(4, 1), (7, 2), (1, 3), (2, 4), (5, 7), (6, 8), (3, 9)]]"
395,396,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44033.073852608155,54033.073852608155,"[[(4, 1), (1, 3), (6, 4), (3, 5), (5, 6), (2, 8), (7, 9)], [(1, 2), (2, 7)]]"
396,397,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44033.073852608126,54033.073852608126,"[[(4, 1), (1, 3), (2, 4), (3, 5), (5, 6), (6, 8), (7, 9)], [(1, 2), (2, 7)]]"
397,398,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",24034.394254720886,54034.394254720886,"[[(5, 1), (1, 9)], [(1, 2), (3, 3), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8)]]"
398,399,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",24034.394254720886,54034.394254720886,"[[(4, 1), (1, 9)], [(1, 2), (3, 3), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8)]]"
399,400,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24061.009107450227,54061.00910745023,"[[(3, 6), (1, 9)], [(4, 1), (7, 2), (1, 3), (6, 4), (3, 5), (5, 7), (2, 8)]]"
400,401,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24061.009107450227,54061.00910745023,"[[(3, 6), (1, 9)], [(4, 1), (7, 2), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8)]]"
401,402,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44109.79297139938,54109.79297139938,"[[(4, 1), (3, 2), (1, 3), (6, 4), (5, 7), (2, 8), (7, 9)], [(1, 5), (2, 6)]]"
402,403,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44109.79297139938,54109.79297139938,"[[(4, 1), (1, 2), (3, 3), (2, 4), (5, 7), (6, 8), (7, 9)], [(1, 5), (2, 6)]]"
403,404,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",34160.099138685415,54160.099138685415,"[[(7, 2), (2, 4), (1, 5), (5, 6), (4, 7), (6, 8), (3, 9)], [(1, 1), (2, 3)]]"
404,405,"['frag_12_c00001', 'frag_16_c00001']","[[6, 8, 7], []]",24165.29900475373,54165.29900475373,"[[(3, 1), (5, 2)], [(3, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (7, 9)]]"
405,406,"['frag_12_c00001', 'frag_16_c00001']","[[6, 8, 7], []]",24165.29900475373,54165.29900475373,"[[(3, 1), (5, 2)], [(3, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (7, 9)]]"
406,407,"['frag_12_c00001', 'frag_16_c00001']","[[6, 8, 7], []]",24165.29900475373,54165.29900475373,"[[(3, 1), (5, 2)], [(1, 3), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8), (7, 9)]]"
407,408,"['frag_12_c00001', 'frag_16_c00001']","[[6, 8, 7], []]",24165.29900475373,54165.29900475373,"[[(3, 1), (5, 2)], [(1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9)]]"
408,409,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24177.361626550934,54177.36162655093,"[[(1, 2), (3, 6)], [(4, 1), (7, 3), (6, 4), (1, 5), (5, 7), (2, 8), (3, 9)]]"
409,410,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24177.361626550934,54177.36162655093,"[[(1, 2), (3, 6)], [(4, 1), (7, 3), (2, 4), (1, 5), (5, 7), (6, 8), (3, 9)]]"
410,411,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44198.65255137216,54198.65255137216,"[[(4, 1), (1, 2), (7, 3), (6, 4), (3, 5), (5, 7), (2, 8)], [(2, 6), (1, 9)]]"
411,412,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44198.652551372186,54198.652551372186,"[[(4, 1), (1, 2), (7, 3), (2, 4), (3, 5), (5, 7), (6, 8)], [(2, 6), (1, 9)]]"
412,413,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",34206.916456492996,54206.916456492996,"[[(1, 1), (3, 5)], [(1, 2), (7, 3), (2, 4), (4, 6), (5, 7), (6, 8), (3, 9)]]"
413,414,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44210.16518529219,54210.16518529219,"[[(4, 1), (1, 3), (6, 4), (7, 5), (5, 6), (2, 8), (3, 9)], [(1, 2), (3, 7)]]"
414,415,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44210.16518529219,54210.16518529219,"[[(4, 1), (1, 3), (6, 4), (7, 5), (5, 6), (2, 8), (3, 9)], [(1, 2), (2, 7)]]"
415,416,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44210.16518529219,54210.16518529219,"[[(4, 1), (1, 3), (2, 4), (7, 5), (5, 6), (6, 8), (3, 9)], [(1, 2), (2, 7)]]"
416,417,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24216.034067806526,54216.034067806526,"[[(3, 1), (1, 9)], [(7, 2), (1, 3), (6, 4), (3, 5), (5, 6), (4, 7), (2, 8)]]"
417,418,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24216.034067806555,54216.034067806555,"[[(3, 1), (1, 9)], [(7, 2), (1, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8)]]"
418,419,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",34230.84929303036,54230.84929303036,"[[(4, 1), (7, 2), (1, 3), (2, 4), (5, 7), (6, 8), (3, 9)], [(2, 5), (1, 6)]]"
419,420,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24271.66521298868,54271.66521298868,"[[(2, 1), (1, 5)], [(7, 2), (1, 3), (2, 4), (4, 6), (5, 7), (6, 8), (3, 9)]]"
420,421,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7], [8]]",24305.676668428117,54305.67666842812,"[[(4, 1), (3, 2), (5, 6)], [(7, 3), (6, 4), (1, 5), (5, 7), (2, 8), (3, 9)]]"
421,422,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7], [8]]",24305.676668428117,54305.67666842812,"[[(4, 1), (3, 2), (5, 6)], [(7, 3), (2, 4), (1, 5), (5, 7), (6, 8), (3, 9)]]"
422,423,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",34317.83993568123,54317.83993568123,"[[(4, 1), (1, 5)], [(1, 2), (7, 3), (2, 4), (5, 6), (4, 7), (6, 8), (3, 9)]]"
423,424,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24332.386586907232,54332.38658690723,"[[(3, 1), (1, 2)], [(7, 3), (6, 4), (1, 5), (5, 6), (4, 7), (2, 8), (3, 9)]]"
424,425,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24332.38658690726,54332.38658690726,"[[(3, 1), (1, 2)], [(7, 3), (2, 4), (1, 5), (5, 6), (4, 7), (6, 8), (3, 9)]]"
425,426,"['frag_12_c00001', 'frag_16_c00001']","[[6, 8, 7], []]",24342.39033743777,54342.39033743777,"[[(3, 1), (5, 2)], [(1, 3), (6, 4), (7, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
426,427,"['frag_12_c00001', 'frag_16_c00001']","[[6, 8, 7], []]",24342.39033743777,54342.39033743777,"[[(3, 1), (5, 2)], [(1, 3), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
427,428,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44363.91546816059,54363.91546816059,"[[(1, 2), (6, 4), (3, 5), (5, 6), (4, 7), (2, 8), (7, 9)], [(2, 1), (1, 3)]]"
428,429,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44363.91546816056,54363.91546816056,"[[(1, 2), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8), (7, 9)], [(2, 1), (1, 3)]]"
429,430,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",34376.48917348488,54376.48917348488,"[[(2, 2), (1, 6)], [(5, 1), (1, 3), (6, 4), (3, 5), (4, 7), (2, 8), (7, 9)]]"
430,431,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",34376.48917348491,54376.48917348491,"[[(2, 2), (1, 6)], [(5, 1), (1, 3), (2, 4), (3, 5), (4, 7), (6, 8), (7, 9)]]"
431,432,"['frag_11_c00001', 'frag_16_c00001']","[[7, 8], [6]]",24397.19380899603,54397.19380899603,"[[(5, 1), (3, 2), (1, 9)], [(1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)]]"
432,433,"['frag_11_c00001', 'frag_16_c00001']","[[7, 8], [6]]",24397.19380899603,54397.19380899603,"[[(4, 1), (3, 2), (1, 9)], [(1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)]]"
433,434,"['frag_11_c00001', 'frag_16_c00001']","[[7, 8], [6]]",24397.19380899603,54397.19380899603,"[[(5, 1), (3, 2), (1, 9)], [(3, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8)]]"
434,435,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44421.31456522542,54421.31456522542,"[[(4, 1), (1, 3), (6, 4), (3, 5), (5, 6), (2, 8), (7, 9)], [(1, 2), (2, 7)]]"
435,436,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44421.31456522542,54421.31456522542,"[[(4, 1), (1, 3), (2, 4), (3, 5), (5, 6), (6, 8), (7, 9)], [(1, 2), (2, 7)]]"
436,437,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",24465.354733916756,54465.354733916756,"[[(4, 1), (1, 5)], [(1, 2), (3, 3), (2, 4), (4, 6), (5, 7), (6, 8), (7, 9)]]"
437,438,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6], [8]]",24465.94928395172,54465.94928395172,"[[(4, 1), (1, 5), (5, 6)], [(7, 2), (1, 3), (2, 4), (5, 7), (6, 8), (3, 9)]]"
438,439,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",34481.39216394813,54481.39216394813,"[[(4, 1), (1, 3)], [(1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9)]]"
439,440,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44521.76595491989,54521.76595491989,"[[(5, 1), (7, 2), (1, 3), (6, 4), (3, 5), (4, 7), (2, 8)], [(2, 6), (1, 9)]]"
440,441,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44521.76595491989,54521.76595491989,"[[(5, 1), (7, 2), (1, 3), (2, 4), (3, 5), (4, 7), (6, 8)], [(2, 6), (1, 9)]]"
441,442,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44541.006800844596,54541.006800844596,"[[(1, 2), (2, 4), (7, 5), (5, 6), (4, 7), (6, 8), (3, 9)], [(2, 1), (1, 3)]]"
442,443,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44541.006800844596,54541.006800844596,"[[(1, 2), (6, 4), (7, 5), (5, 6), (4, 7), (2, 8), (3, 9)], [(2, 1), (1, 3)]]"
443,444,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",34553.580506168946,54553.580506168946,"[[(2, 2), (1, 6)], [(5, 1), (1, 3), (6, 4), (7, 5), (4, 7), (2, 8), (3, 9)]]"
444,445,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",34553.580506168946,54553.580506168946,"[[(2, 2), (1, 6)], [(5, 1), (1, 3), (2, 4), (7, 5), (4, 7), (6, 8), (3, 9)]]"
445,446,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44555.19627944793,54555.19627944793,"[[(5, 1), (1, 3), (6, 4), (3, 5), (4, 6), (2, 8), (7, 9)], [(1, 2), (2, 7)]]"
446,447,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44555.19627944793,54555.19627944793,"[[(5, 1), (1, 3), (2, 4), (3, 5), (4, 6), (6, 8), (7, 9)], [(1, 2), (2, 7)]]"
447,448,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",34560.880292411835,54560.880292411835,"[[(1, 2), (7, 3), (2, 4), (5, 6), (4, 7), (6, 8), (3, 9)], [(1, 1), (2, 5)]]"
448,449,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",34589.045048971224,54589.045048971224,"[[(1, 1), (2, 9)], [(1, 2), (3, 3), (2, 4), (7, 5), (5, 6), (4, 7), (6, 8)]]"
449,450,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",34589.045048971224,54589.045048971224,"[[(1, 1), (2, 9)], [(1, 2), (3, 3), (6, 4), (7, 5), (5, 6), (4, 7), (2, 8)]]"
450,451,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44598.405897909455,54598.405897909455,"[[(4, 1), (1, 3), (2, 4), (7, 5), (5, 6), (6, 8), (3, 9)], [(1, 2), (2, 7)]]"
451,452,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44598.405897909455,54598.405897909455,"[[(4, 1), (1, 3), (6, 4), (7, 5), (5, 6), (2, 8), (3, 9)], [(1, 2), (2, 7)]]"
452,453,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24612.936282002454,54612.936282002454,"[[(2, 1), (1, 2)], [(1, 3), (6, 4), (3, 5), (5, 6), (4, 7), (2, 8), (7, 9)]]"
453,454,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24612.936282002454,54612.936282002454,"[[(2, 1), (1, 2)], [(1, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8), (7, 9)]]"
454,455,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",54639.85837795891,54639.85837795891,"[[(1, 1), (2, 3)], [(1, 2), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8), (7, 9)]]"
455,456,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",54639.85837795894,54639.85837795894,"[[(1, 1), (2, 3)], [(1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9)]]"
456,457,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",34658.483496632165,54658.483496632165,"[[(4, 1), (1, 3)], [(1, 2), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
457,458,"['frag_16_c00001', 'frag_10_c00001']","[[], [7, 6]]",34658.483496632165,54658.483496632165,"[[(1, 2), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8), (3, 9)], [(4, 1), (1, 3)]]"
458,459,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",24669.46981913896,54669.46981913896,"[[(4, 1), (1, 9)], [(3, 2), (7, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8)]]"
459,460,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",24669.46981913896,54669.46981913896,"[[(5, 1), (1, 9)], [(1, 2), (7, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)]]"
460,461,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",24669.46981913896,54669.46981913896,"[[(4, 1), (1, 9)], [(1, 2), (7, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)]]"
461,462,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44732.287612132,54732.287612132,"[[(5, 1), (1, 3), (6, 4), (7, 5), (4, 6), (2, 8), (3, 9)], [(1, 2), (2, 7)]]"
462,463,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44732.287612132,54732.287612132,"[[(5, 1), (1, 3), (2, 4), (7, 5), (4, 6), (6, 8), (3, 9)], [(1, 2), (2, 7)]]"
463,464,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24765.550363215443,54765.55036321544,"[[(1, 5), (3, 6)], [(4, 1), (7, 2), (1, 3), (2, 4), (5, 7), (6, 8), (3, 9)]]"
464,465,"['frag_16_c00001', 'frag_05_c00001']","[[8], []]",44767.95063971021,54767.95063971021,"[[(1, 3), (6, 4), (3, 5), (5, 7), (2, 8), (7, 9)], [(2, 1), (1, 2), (3, 6)]]"
465,466,"['frag_16_c00001', 'frag_05_c00001']","[[8], []]",44767.95063971021,54767.95063971021,"[[(1, 3), (2, 4), (3, 5), (5, 7), (6, 8), (7, 9)], [(2, 1), (1, 2), (3, 6)]]"
466,467,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",24774.552675288927,54774.55267528893,"[[(3, 2), (4, 6)], [(5, 1), (1, 3), (6, 4), (3, 5), (4, 7), (2, 8), (7, 9)]]"
467,468,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",24774.552675288927,54774.55267528893,"[[(3, 2), (4, 6)], [(5, 1), (1, 3), (2, 4), (3, 5), (4, 7), (6, 8), (7, 9)]]"
468,469,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24776.980860702257,54776.98086070226,"[[(3, 1), (1, 3)], [(7, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (1, 9)]]"
469,470,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24776.980860702257,54776.98086070226,"[[(3, 1), (1, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
470,471,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",34787.061261923925,54787.061261923925,"[[(1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9)], [(1, 1), (2, 3)]]"
471,472,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24790.027614686493,54790.02761468649,"[[(2, 1), (1, 2)], [(1, 3), (6, 4), (7, 5), (5, 6), (4, 7), (2, 8), (3, 9)]]"
472,473,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",24790.02761468652,54790.02761468652,"[[(2, 1), (1, 2)], [(1, 3), (2, 4), (7, 5), (5, 6), (4, 7), (6, 8), (3, 9)]]"
473,474,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44800.576162643556,54800.576162643556,"[[(1, 2), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8), (7, 9)], [(2, 1), (1, 3)]]"
474,475,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44803.6969840026,54803.6969840026,"[[(4, 1), (1, 2), (3, 3), (2, 4), (7, 5), (5, 7), (6, 8)], [(2, 6), (1, 9)]]"
475,476,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",44803.69698400263,54803.69698400263,"[[(4, 1), (1, 2), (3, 3), (6, 4), (7, 5), (5, 7), (2, 8)], [(2, 6), (1, 9)]]"
476,477,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",54816.94971064298,54816.94971064298,"[[(1, 1), (2, 3)], [(1, 2), (6, 4), (7, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
477,478,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",54816.94971064298,54816.94971064298,"[[(1, 1), (2, 3)], [(1, 2), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
478,479,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44841.45494905941,54841.45494905941,"[[(4, 1), (7, 2), (6, 4), (1, 5), (5, 7), (2, 8), (3, 9)], [(1, 3), (2, 6)]]"
479,480,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44841.45494905941,54841.45494905941,"[[(4, 1), (7, 2), (2, 4), (1, 5), (5, 7), (6, 8), (3, 9)], [(1, 3), (2, 6)]]"
480,481,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44845.24074971024,54845.24074971024,"[[(4, 1), (7, 3), (6, 4), (1, 5), (5, 6), (2, 8), (3, 9)], [(1, 2), (2, 7)]]"
481,482,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44845.24074971024,54845.24074971024,"[[(4, 1), (7, 3), (2, 4), (1, 5), (5, 6), (6, 8), (3, 9)], [(1, 2), (2, 7)]]"
482,483,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",44845.24074971027,54845.24074971027,"[[(4, 1), (7, 3), (6, 4), (1, 5), (5, 6), (2, 8), (3, 9)], [(1, 2), (3, 7)]]"
483,484,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",54883.098068018735,54883.098068018735,"[[(1, 6), (2, 9)], [(4, 1), (7, 2), (1, 3), (6, 4), (3, 5), (5, 7), (2, 8)]]"
484,485,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",54883.098068018735,54883.098068018735,"[[(1, 6), (2, 9)], [(4, 1), (7, 2), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8)]]"
485,486,"['frag_10_c00001', 'frag_16_c00001']","[[7], [6]]",34917.66696151995,54917.66696151995,"[[(4, 1), (3, 2), (1, 9)], [(3, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8)]]"
486,487,"['frag_10_c00001', 'frag_16_c00001']","[[7], [6]]",34917.66696151995,54917.66696151995,"[[(4, 1), (3, 2), (1, 9)], [(1, 3), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8)]]"
