,SolN,Fragments,Excess,ObjValNoPen,ObjValWithPen,Assignments
248,249,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",41723.86918825834,51723.86918825834,"[[(1, 2), (7, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8)], [(2, 1), (1, 9)]]"
249,250,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",41733.51031313746,51733.51031313746,"[[(5, 1), (7, 3), (6, 4), (1, 5), (4, 7), (2, 8), (3, 9)], [(1, 2), (2, 6)]]"
250,251,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",41733.51031313746,51733.51031313746,"[[(5, 1), (7, 3), (2, 4), (1, 5), (4, 7), (6, 8), (3, 9)], [(1, 2), (2, 6)]]"
251,252,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",41741.2041453805,51741.2041453805,"[[(4, 1), (7, 2), (1, 3), (2, 4), (5, 7), (6, 8), (3, 9)], [(1, 5), (2, 6)]]"
252,253,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",31764.046335798717,51764.04633579872,"[[(4, 1), (1, 5)], [(1, 2), (3, 3), (2, 4), (4, 6), (5, 7), (6, 8), (7, 9)]]"
253,254,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",21778.59298702478,51778.59298702478,"[[(3, 1), (1, 2)], [(1, 3), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8), (7, 9)]]"
254,255,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",21778.59298702478,51778.59298702478,"[[(3, 1), (1, 2)], [(1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9)]]"
255,256,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",21778.59298702478,51778.59298702478,"[[(3, 1), (1, 2)], [(3, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (7, 9)]]"
256,257,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",31856.661340172926,51856.66134017293,"[[(4, 1), (1, 9)], [(1, 2), (7, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)]]"
257,258,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",21936.493292374245,51936.493292374245,"[[(5, 1), (3, 2)], [(7, 3), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8), (1, 9)]]"
258,259,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",21936.493292374245,51936.493292374245,"[[(5, 1), (3, 2)], [(7, 3), (6, 4), (1, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
259,260,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",21936.493292374245,51936.493292374245,"[[(4, 1), (3, 2)], [(7, 3), (6, 4), (1, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
260,261,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",21936.493292374245,51936.493292374245,"[[(4, 1), (3, 2)], [(7, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
261,262,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",21955.684319708816,51955.68431970882,"[[(3, 1), (1, 2)], [(1, 3), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
262,263,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",21955.684319708816,51955.68431970882,"[[(3, 1), (1, 2)], [(1, 3), (6, 4), (7, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
263,264,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",51961.80308434833,51961.80308434833,"[[(2, 2), (1, 6)], [(5, 1), (1, 3), (6, 4), (3, 5), (4, 7), (2, 8), (7, 9)]]"
264,265,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",51961.80308434833,51961.80308434833,"[[(2, 2), (1, 6)], [(5, 1), (1, 3), (2, 4), (3, 5), (4, 7), (6, 8), (7, 9)]]"
265,266,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",41995.32664214168,51995.32664214168,"[[(7, 2), (6, 4), (1, 5), (5, 6), (4, 7), (2, 8), (3, 9)], [(2, 1), (1, 3)]]"
266,267,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",41995.32664214168,51995.32664214168,"[[(7, 2), (2, 4), (1, 5), (5, 6), (4, 7), (6, 8), (3, 9)], [(2, 1), (1, 3)]]"
267,268,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",32007.086692529323,52007.08669252932,"[[(1, 2), (3, 3), (2, 4), (4, 6), (5, 7), (6, 8), (7, 9)], [(1, 1), (2, 5)]]"
268,269,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32043.364890268305,52043.364890268305,"[[(1, 1), (2, 9)], [(7, 2), (1, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8)]]"
269,270,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",42075.83156158379,52075.83156158379,"[[(1, 2), (7, 3), (2, 4), (5, 6), (4, 7), (6, 8), (3, 9)], [(2, 1), (1, 5)]]"
270,271,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",42075.83156158379,52075.83156158379,"[[(1, 2), (7, 3), (6, 4), (5, 6), (4, 7), (2, 8), (3, 9)], [(2, 1), (1, 5)]]"
271,272,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",22096.765907897847,52096.76590789785,"[[(4, 1), (1, 5)], [(7, 2), (3, 3), (2, 4), (4, 6), (5, 7), (6, 8), (1, 9)]]"
272,273,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",22096.765907897876,52096.765907897876,"[[(4, 1), (1, 5)], [(7, 2), (1, 3), (2, 4), (4, 6), (5, 7), (6, 8), (3, 9)]]"
273,274,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",42098.770304946025,52098.770304946025,"[[(5, 1), (7, 3), (6, 4), (1, 5), (4, 7), (2, 8), (3, 9)], [(1, 2), (2, 6)]]"
274,275,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",42098.770304946025,52098.770304946025,"[[(5, 1), (7, 3), (2, 4), (1, 5), (4, 7), (6, 8), (3, 9)], [(1, 2), (2, 6)]]"
275,276,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",32099.63213286418,52099.63213286418,"[[(1, 2), (7, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)], [(1, 1), (2, 9)]]"
276,277,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32112.740043864702,52112.7400438647,"[[(2, 2), (1, 6)], [(4, 1), (3, 3), (6, 4), (1, 5), (5, 7), (2, 8), (7, 9)]]"
277,278,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32112.740043864702,52112.7400438647,"[[(2, 2), (1, 6)], [(4, 1), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8), (7, 9)]]"
278,279,"['frag_16_c00001', 'frag_10_c00001']","[[], [7, 6]]",32112.803337929246,52112.80333792925,"[[(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)], [(4, 1), (1, 3)]]"
279,280,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",32112.803337929246,52112.80333792925,"[[(4, 1), (1, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
280,281,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",32112.803337929246,52112.80333792925,"[[(4, 1), (1, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
281,282,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52138.89441703237,52138.89441703237,"[[(2, 2), (1, 6)], [(5, 1), (1, 3), (6, 4), (7, 5), (4, 7), (2, 8), (3, 9)]]"
282,283,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52138.89441703237,52138.89441703237,"[[(2, 2), (1, 6)], [(5, 1), (1, 3), (2, 4), (7, 5), (4, 7), (6, 8), (3, 9)]]"
283,284,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52253.76381595933,52253.76381595933,"[[(1, 1), (2, 5)], [(1, 2), (3, 3), (2, 4), (5, 6), (4, 7), (6, 8), (7, 9)]]"
284,285,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",42258.01682529968,52258.01682529968,"[[(4, 1), (7, 2), (1, 3), (6, 4), (3, 5), (5, 7), (2, 8)], [(2, 6), (1, 9)]]"
285,286,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",42258.01682529968,52258.01682529968,"[[(4, 1), (7, 2), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8)], [(2, 6), (1, 9)]]"
286,287,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52271.26955194003,52271.26955194003,"[[(1, 1), (2, 3)], [(7, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (1, 9)]]"
287,288,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52271.26955194003,52271.26955194003,"[[(1, 1), (2, 3)], [(7, 2), (6, 4), (1, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
288,289,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52271.26955194003,52271.26955194003,"[[(1, 1), (2, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
289,290,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32289.83137654874,52289.83137654874,"[[(2, 2), (1, 6)], [(4, 1), (1, 3), (6, 4), (7, 5), (5, 7), (2, 8), (3, 9)]]"
290,291,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32289.83137654874,52289.83137654874,"[[(2, 2), (1, 6)], [(4, 1), (1, 3), (2, 4), (7, 5), (5, 7), (6, 8), (3, 9)]]"
291,292,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52318.63868156471,52318.63868156471,"[[(1, 1), (2, 9)], [(1, 2), (7, 3), (6, 4), (3, 5), (5, 6), (4, 7), (2, 8)]]"
292,293,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52318.63868156471,52318.63868156471,"[[(1, 1), (2, 9)], [(1, 2), (7, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8)]]"
293,294,"['frag_08_c00001', 'frag_16_c00001']","[[6, 7], []]",32418.472435905045,52418.472435905045,"[[(1, 1), (2, 3)], [(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
294,295,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",32418.472435905045,52418.472435905045,"[[(7, 2), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)], [(1, 1), (2, 3)]]"
295,296,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",42431.98733662465,52431.98733662465,"[[(7, 2), (2, 4), (1, 5), (5, 6), (4, 7), (6, 8), (3, 9)], [(2, 1), (1, 3)]]"
296,297,"['frag_06_c00001', 'frag_16_c00001']","[[7], []]",42452.508982762665,52452.508982762665,"[[(2, 1), (1, 5)], [(1, 2), (7, 3), (2, 4), (5, 6), (4, 7), (6, 8), (3, 9)]]"
297,298,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",22474.407365026185,52474.407365026185,"[[(3, 1), (1, 9)], [(7, 2), (3, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8)]]"
298,299,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",22474.407365026156,52474.407365026156,"[[(3, 1), (1, 9)], [(7, 2), (1, 3), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8)]]"
299,300,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",22474.407365026185,52474.407365026185,"[[(3, 1), (1, 9)], [(7, 2), (1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)]]"
300,301,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",22510.80354566875,52510.80354566875,"[[(3, 2), (4, 6)], [(4, 1), (1, 3), (6, 4), (3, 5), (5, 7), (2, 8), (7, 9)]]"
301,302,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",22510.80354566875,52510.80354566875,"[[(3, 2), (4, 6)], [(4, 1), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8), (7, 9)]]"
302,303,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",32576.21323290086,52576.21323290086,"[[(4, 1), (1, 5)], [(1, 2), (7, 3), (2, 4), (4, 6), (5, 7), (6, 8), (3, 9)]]"
303,304,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",22590.759884126863,52590.75988412686,"[[(3, 1), (1, 2)], [(7, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (1, 9)]]"
304,305,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",22590.759884126863,52590.75988412686,"[[(3, 1), (1, 2)], [(7, 3), (6, 4), (1, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
305,306,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",22590.759884126863,52590.75988412686,"[[(3, 1), (1, 2)], [(7, 3), (2, 4), (1, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
306,307,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",42622.28876538016,52622.28876538016,"[[(1, 2), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8), (7, 9)], [(2, 1), (1, 3)]]"
307,308,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",42622.28876538019,52622.28876538019,"[[(1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9)], [(2, 1), (1, 3)]]"
308,309,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",32678.099536093534,52678.099536093534,"[[(1, 2), (4, 6)], [(5, 1), (1, 3), (6, 4), (3, 5), (4, 7), (2, 8), (7, 9)]]"
309,310,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",32678.099536093534,52678.099536093534,"[[(1, 2), (4, 6)], [(5, 1), (1, 3), (2, 4), (3, 5), (4, 7), (6, 8), (7, 9)]]"
310,311,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",22687.89487835279,52687.89487835279,"[[(3, 2), (4, 6)], [(4, 1), (1, 3), (6, 4), (7, 5), (5, 7), (2, 8), (3, 9)]]"
311,312,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",22687.89487835279,52687.89487835279,"[[(3, 2), (4, 6)], [(4, 1), (1, 3), (2, 4), (7, 5), (5, 7), (6, 8), (3, 9)]]"
312,313,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32767.78743615243,52767.78743615243,"[[(1, 1), (3, 5)], [(7, 2), (1, 3), (2, 4), (5, 6), (4, 7), (6, 8), (3, 9)]]"
313,314,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",52773.96998145041,52773.96998145041,"[[(2, 2), (1, 6)], [(5, 1), (7, 3), (2, 4), (1, 5), (4, 7), (6, 8), (3, 9)]]"
314,315,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",42799.380098064226,52799.380098064226,"[[(1, 2), (6, 4), (7, 5), (4, 6), (5, 7), (2, 8), (3, 9)], [(2, 1), (1, 3)]]"
315,316,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",42799.380098064226,52799.380098064226,"[[(1, 2), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8), (3, 9)], [(2, 1), (1, 3)]]"
316,317,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",32819.253589631466,52819.253589631466,"[[(1, 2), (7, 3), (2, 4), (4, 6), (5, 7), (6, 8), (3, 9)], [(1, 1), (2, 5)]]"
317,318,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32847.418346190825,52847.418346190825,"[[(1, 1), (2, 9)], [(1, 2), (3, 3), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8)]]"
318,319,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32847.418346190854,52847.418346190854,"[[(1, 1), (2, 9)], [(1, 2), (3, 3), (6, 4), (7, 5), (4, 6), (5, 7), (2, 8)]]"
319,320,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",32855.19086877757,52855.19086877757,"[[(1, 2), (4, 6)], [(5, 1), (1, 3), (6, 4), (7, 5), (4, 7), (2, 8), (3, 9)]]"
320,321,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",32855.19086877757,52855.19086877757,"[[(1, 2), (4, 6)], [(5, 1), (1, 3), (2, 4), (7, 5), (4, 7), (6, 8), (3, 9)]]"
321,322,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",22865.95309805253,52865.95309805253,"[[(4, 1), (3, 2)], [(1, 3), (6, 4), (3, 5), (5, 6), (4, 7), (2, 8), (7, 9)]]"
322,323,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",22865.95309805256,52865.95309805256,"[[(4, 1), (3, 2)], [(1, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8), (7, 9)]]"
323,324,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",22871.309579222085,52871.309579222085,"[[(2, 1), (1, 2)], [(1, 3), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8), (7, 9)]]"
324,325,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",22871.309579222056,52871.309579222056,"[[(2, 1), (1, 2)], [(1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9)]]"
325,326,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",22875.191246414557,52875.19124641456,"[[(4, 6), (1, 9)], [(4, 1), (7, 2), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8)]]"
326,327,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",32920.8534503612,52920.8534503612,"[[(5, 1), (1, 3), (6, 4), (3, 5), (4, 7), (2, 8), (7, 9)], [(2, 2), (1, 6)]]"
327,328,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",32920.8534503612,52920.8534503612,"[[(5, 1), (1, 3), (2, 4), (3, 5), (4, 7), (6, 8), (7, 9)], [(2, 2), (1, 6)]]"
328,329,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",32924.906940966815,52924.906940966815,"[[(2, 2), (1, 6)], [(4, 1), (7, 3), (2, 4), (1, 5), (5, 7), (6, 8), (3, 9)]]"
329,330,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",32963.21247853522,52963.21247853522,"[[(4, 1), (1, 9)], [(1, 2), (3, 3), (2, 4), (7, 5), (5, 6), (4, 7), (6, 8)]]"
330,331,"['frag_06_c00001', 'frag_16_c00001']","[[7], []]",42986.65661980404,52986.65661980404,"[[(1, 5), (2, 6)], [(4, 1), (7, 2), (1, 3), (2, 4), (5, 7), (6, 8), (3, 9)]]"
331,332,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",23043.044430736598,53043.0444307366,"[[(4, 1), (3, 2)], [(1, 3), (6, 4), (7, 5), (5, 6), (4, 7), (2, 8), (3, 9)]]"
332,333,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",23043.044430736598,53043.0444307366,"[[(4, 1), (3, 2)], [(1, 3), (2, 4), (7, 5), (5, 6), (4, 7), (6, 8), (3, 9)]]"
333,334,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23048.400911906094,53048.400911906094,"[[(2, 1), (1, 2)], [(1, 3), (6, 4), (7, 5), (4, 6), (5, 7), (2, 8), (3, 9)]]"
334,335,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23048.400911906123,53048.40091190612,"[[(2, 1), (1, 2)], [(1, 3), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8), (3, 9)]]"
335,336,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",43058.94945986316,53058.94945986316,"[[(1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9)], [(2, 1), (1, 3)]]"
336,337,"['frag_04_c00001', 'frag_16_c00001']","[[], []]",53065.93071306142,53065.93071306142,"[[(1, 1), (2, 5)], [(1, 2), (7, 3), (2, 4), (5, 6), (4, 7), (6, 8), (3, 9)]]"
337,338,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",33097.94478304521,53097.94478304521,"[[(5, 1), (1, 3), (2, 4), (7, 5), (4, 7), (6, 8), (3, 9)], [(2, 2), (1, 6)]]"
338,339,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",33097.94478304524,53097.94478304524,"[[(5, 1), (1, 3), (6, 4), (7, 5), (4, 7), (2, 8), (3, 9)], [(2, 2), (1, 6)]]"
339,340,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23178.948620791372,53178.94862079137,"[[(3, 1), (1, 5)], [(7, 2), (3, 3), (2, 4), (4, 6), (5, 7), (6, 8), (1, 9)]]"
340,341,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23178.948620791372,53178.94862079137,"[[(3, 1), (1, 5)], [(7, 2), (1, 3), (2, 4), (4, 6), (5, 7), (6, 8), (3, 9)]]"
341,342,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",33206.183271226444,53206.183271226444,"[[(1, 2), (3, 3), (2, 4), (7, 5), (5, 6), (4, 7), (6, 8)], [(1, 1), (2, 9)]]"
342,343,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",23230.340798798366,53230.34079879837,"[[(4, 1), (1, 9)], [(7, 2), (1, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8)]]"
343,344,"['frag_16_c00001', 'frag_06_c00001']","[[], [7]]",43236.040792547166,53236.040792547166,"[[(1, 2), (2, 4), (7, 5), (4, 6), (5, 7), (6, 8), (3, 9)], [(2, 1), (1, 3)]]"
344,345,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",43281.64595787137,53281.64595787137,"[[(5, 1), (7, 2), (1, 3), (6, 4), (3, 5), (4, 7), (2, 8)], [(2, 6), (1, 9)]]"
345,346,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",43281.64595787137,53281.64595787137,"[[(5, 1), (7, 2), (1, 3), (2, 4), (3, 5), (4, 7), (6, 8)], [(2, 6), (1, 9)]]"
346,347,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",33296.478128161165,53296.478128161165,"[[(4, 6), (1, 9)], [(4, 1), (7, 2), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8)]]"
347,348,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",23322.970442770864,53322.970442770864,"[[(3, 2), (4, 6)], [(4, 1), (7, 3), (6, 4), (1, 5), (5, 7), (2, 8), (3, 9)]]"
348,349,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7, 8], []]",23322.970442770864,53322.970442770864,"[[(3, 2), (4, 6)], [(4, 1), (7, 3), (2, 4), (1, 5), (5, 7), (6, 8), (3, 9)]]"
349,350,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23365.19472944882,53365.19472944882,"[[(1, 2), (3, 6)], [(4, 1), (1, 3), (6, 4), (3, 5), (5, 7), (2, 8), (7, 9)]]"
350,351,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23365.19472944882,53365.19472944882,"[[(1, 2), (3, 6)], [(4, 1), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8), (7, 9)]]"
351,352,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",33394.74955939088,53394.74955939088,"[[(1, 1), (3, 5)], [(1, 2), (3, 3), (2, 4), (4, 6), (5, 7), (6, 8), (7, 9)]]"
352,353,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",33482.4939106089,53482.4939106089,"[[(1, 1), (2, 9)], [(1, 2), (7, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)]]"
353,354,"['frag_09_c00001', 'frag_16_c00001']","[[6, 6], []]",33482.4939106089,53482.4939106089,"[[(1, 1), (2, 9)], [(1, 2), (7, 3), (6, 4), (3, 5), (4, 6), (5, 7), (2, 8)]]"
354,355,"['frag_11_c00001', 'frag_16_c00001']","[[7, 6, 8], []]",23483.243058294465,53483.243058294465,"[[(1, 5), (4, 6)], [(4, 1), (7, 2), (1, 3), (2, 4), (5, 7), (6, 8), (3, 9)]]"
355,356,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",33490.26643319565,53490.26643319565,"[[(1, 2), (4, 6)], [(5, 1), (7, 3), (6, 4), (1, 5), (4, 7), (2, 8), (3, 9)]]"
356,357,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",33490.26643319568,53490.26643319568,"[[(1, 2), (4, 6)], [(5, 1), (7, 3), (2, 4), (1, 5), (4, 7), (6, 8), (3, 9)]]"
357,358,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7], [8]]",23493.509771326004,53493.509771326004,"[[(4, 1), (3, 2), (5, 6)], [(1, 3), (6, 4), (3, 5), (5, 7), (2, 8), (7, 9)]]"
358,359,"['frag_11_c00001', 'frag_16_c00001']","[[6, 7], [8]]",23493.509771326004,53493.509771326004,"[[(4, 1), (3, 2), (5, 6)], [(1, 3), (2, 4), (3, 5), (5, 7), (6, 8), (7, 9)]]"
359,360,"['frag_10_c00001', 'frag_16_c00001']","[[7, 6], []]",33505.673038579145,53505.673038579145,"[[(4, 1), (1, 5)], [(1, 2), (3, 3), (2, 4), (5, 6), (4, 7), (6, 8), (7, 9)]]"
360,361,"['frag_16_c00001', 'frag_08_c00001']","[[], [6, 7]]",33511.227836263075,53511.227836263075,"[[(4, 1), (7, 2), (1, 3), (2, 4), (3, 5), (5, 7), (6, 8)], [(1, 6), (2, 9)]]"
361,362,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23520.219689805148,53520.21968980515,"[[(3, 1), (1, 2)], [(1, 3), (6, 4), (3, 5), (5, 6), (4, 7), (2, 8), (7, 9)]]"
362,363,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23520.219689805148,53520.21968980515,"[[(3, 1), (1, 2)], [(1, 3), (2, 4), (3, 5), (5, 6), (4, 7), (6, 8), (7, 9)]]"
363,364,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23542.28606213286,53542.28606213286,"[[(1, 2), (3, 6)], [(4, 1), (1, 3), (6, 4), (7, 5), (5, 7), (2, 8), (3, 9)]]"
364,365,"['frag_12_c00001', 'frag_16_c00001']","[[8, 7, 6], []]",23542.28606213286,53542.28606213286,"[[(1, 2), (3, 6)], [(4, 1), (1, 3), (2, 4), (7, 5), (5, 7), (6, 8), (3, 9)]]"
365,366,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",43563.57698695408,53563.57698695408,"[[(4, 1), (1, 2), (3, 3), (2, 4), (7, 5), (5, 7), (6, 8)], [(2, 6), (1, 9)]]"
366,367,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",43563.57698695408,53563.57698695408,"[[(4, 1), (1, 2), (3, 3), (6, 4), (7, 5), (5, 7), (2, 8)], [(3, 6), (1, 9)]]"
367,368,"['frag_16_c00001', 'frag_05_c00001']","[[], [8]]",43563.57698695411,53563.57698695411,"[[(4, 1), (1, 2), (3, 3), (6, 4), (7, 5), (5, 7), (2, 8)], [(2, 6), (1, 9)]]"
