,Fragments,ObjValNoPen,ObjValWithPen
0,"['frag_02_c00001', 'frag_15_c00001']",342.03949509990616,342.03949509990616
1,"['frag_02_c00001', 'frag_15_c00001']",342.03949509990616,342.03949509990616
2,"['frag_02_c00001', 'frag_15_c00001']",342.03949509990707,342.03949509990616
3,"['frag_02_c00001', 'frag_15_c00001']",342.03949509990707,342.03949509990707
4,"['frag_02_c00001', 'frag_16_c00001']",358.7484296456005,342.03949509990707
5,"['frag_02_c00001', 'frag_16_c00001']",358.7484296456005,358.7484296456005
6,"['frag_02_c00001', 'frag_16_c00001']",358.7484296456005,358.7484296456005
7,"['frag_02_c00001', 'frag_16_c00001']",358.7484296456005,358.7484296456005
8,"['frag_03_c00001', 'frag_15_c00001']",435.02392870371114,358.7484296456005
9,"['frag_03_c00001', 'frag_15_c00001']",435.02392870371114,435.02392870371114
10,"['frag_03_c00001', 'frag_15_c00001']",435.02392870371114,435.02392870371114
11,"['frag_03_c00001', 'frag_15_c00001']",435.02392870371114,435.02392870371114
12,"['frag_03_c00001', 'frag_16_c00001']",450.17483326495676,435.02392870371114
13,"['frag_03_c00001', 'frag_16_c00001']",450.17483326495676,450.17483326495676
14,"['frag_03_c00001', 'frag_16_c00001']",450.17483326495676,450.17483326495676
15,"['frag_03_c00001', 'frag_16_c00001']",450.17483326495676,450.17483326495676
16,"['frag_04_c00001', 'frag_15_c00001']",585.8979236888472,450.17483326495676
17,"['frag_04_c00001', 'frag_15_c00001']",585.8979236888472,585.8979236888472
18,"['frag_04_c00001', 'frag_15_c00001']",585.8979236888481,585.8979236888472
19,"['frag_04_c00001', 'frag_15_c00001']",585.8979236888481,585.8979236888481
20,"['frag_04_c00001', 'frag_16_c00001']",599.6944226790893,585.8979236888481
21,"['frag_04_c00001', 'frag_16_c00001']",599.6944226790893,599.6944226790893
22,"['frag_04_c00001', 'frag_16_c00001']",599.6944226790893,599.6944226790893
23,"['frag_04_c00001', 'frag_16_c00001']",599.6944226790893,599.6944226790893
24,"['frag_06_c00001', 'frag_13_c00001']",671.2446606077956,599.6944226790893
25,"['frag_06_c00001', 'frag_13_c00001']",671.2446606077956,671.2446606077956
26,"['frag_06_c00001', 'frag_13_c00001']",671.2446606077956,671.2446606077956
27,"['frag_06_c00001', 'frag_13_c00001']",671.2446606077956,671.2446606077956
28,"['frag_07_c00001', 'frag_12_c00001']",707.7773121321497,671.2446606077956
29,"['frag_07_c00001', 'frag_12_c00001']",707.7773121321497,707.7773121321497
30,"['frag_07_c00001', 'frag_12_c00001']",707.7773121321497,707.7773121321497
31,"['frag_07_c00001', 'frag_12_c00001']",707.7773121321497,707.7773121321497
32,"['frag_07_c00001', 'frag_11_c00001']",707.8598530475556,707.7773121321497
33,"['frag_07_c00001', 'frag_11_c00001']",707.8598530475556,707.8598530475556
34,"['frag_07_c00001', 'frag_11_c00001']",707.8598530475556,707.8598530475556
35,"['frag_07_c00001', 'frag_11_c00001']",707.8598530475556,707.8598530475556
36,"['frag_09_c00001', 'frag_12_c00001']",767.5936810882795,707.8598530475556
37,"['frag_09_c00001', 'frag_12_c00001']",767.5936810882795,767.5936810882795
38,"['frag_09_c00001', 'frag_12_c00001']",767.5936810882795,767.5936810882795
39,"['frag_09_c00001', 'frag_12_c00001']",767.5936810882795,767.5936810882795
40,"['frag_09_c00001', 'frag_11_c00001']",767.8016127477531,767.5936810882795
41,"['frag_09_c00001', 'frag_11_c00001']",767.8016127477531,767.8016127477531
42,"['frag_09_c00001', 'frag_11_c00001']",767.801612747754,767.8016127477531
43,"['frag_09_c00001', 'frag_11_c00001']",767.801612747754,767.801612747754
44,"['frag_06_c00001', 'frag_14_c00001']",773.9005358754739,767.801612747754
45,"['frag_06_c00001', 'frag_14_c00001']",773.9005358754739,773.9005358754739
46,"['frag_06_c00001', 'frag_14_c00001']",773.9005358754739,773.9005358754739
47,"['frag_06_c00001', 'frag_14_c00001']",773.9005358754739,773.9005358754739
48,"['frag_05_c00001', 'frag_13_c00001']",776.7096113158104,773.9005358754739
49,"['frag_05_c00001', 'frag_13_c00001']",776.7096113158104,776.7096113158104
50,"['frag_05_c00001', 'frag_13_c00001']",776.7096113158104,776.7096113158104
51,"['frag_05_c00001', 'frag_13_c00001']",776.7096113158104,776.7096113158104
52,"['frag_10_c00001', 'frag_12_c00001']",857.1217063083977,776.7096113158104
53,"['frag_10_c00001', 'frag_12_c00001']",857.1217063083977,857.1217063083977
54,"['frag_10_c00001', 'frag_12_c00001']",857.1217063083977,857.1217063083977
55,"['frag_10_c00001', 'frag_12_c00001']",857.1217063083977,857.1217063083977
56,"['frag_10_c00001', 'frag_11_c00001']",857.4664583819158,857.1217063083977
57,"['frag_10_c00001', 'frag_11_c00001']",857.4664583819158,857.4664583819158
58,"['frag_10_c00001', 'frag_11_c00001']",857.4664583819167,857.4664583819158
59,"['frag_10_c00001', 'frag_11_c00001']",857.4664583819167,857.4664583819167
60,"['frag_08_c00001', 'frag_12_c00001']",857.5149914789963,857.4664583819167
61,"['frag_08_c00001', 'frag_12_c00001']",857.5149914789963,857.5149914789963
62,"['frag_08_c00001', 'frag_12_c00001']",857.5149914789963,857.5149914789963
63,"['frag_08_c00001', 'frag_12_c00001']",857.5149914789963,857.5149914789963
64,"['frag_08_c00001', 'frag_11_c00001']",857.8574682307444,857.5149914789963
65,"['frag_08_c00001', 'frag_11_c00001']",857.8574682307444,857.8574682307444
66,"['frag_08_c00001', 'frag_11_c00001']",857.8574682307444,857.8574682307444
67,"['frag_08_c00001', 'frag_11_c00001']",857.8574682307444,857.8574682307444
