,Fragments,ObjValNoPen,ObjValWithPen
0,"['frag_03_c00001', 'frag_15_c00001']",29.625016195516082,29.625016195516082
1,"['frag_03_c00001', 'frag_15_c00001']",29.625016195516082,29.625016195516082
2,"['frag_03_c00001', 'frag_15_c00001']",29.62501619551631,29.625016195516082
3,"['frag_03_c00001', 'frag_15_c00001']",29.62501619551631,29.62501619551631
4,"['frag_08_c00001', 'frag_11_c00001']",31.64971186970456,29.62501619551631
5,"['frag_08_c00001', 'frag_11_c00001']",31.64971186970456,31.64971186970456
6,"['frag_08_c00001', 'frag_11_c00001']",31.64971186970456,31.64971186970456
7,"['frag_08_c00001', 'frag_11_c00001']",31.64971186970456,31.64971186970456
8,"['frag_06_c00001', 'frag_14_c00001']",36.116076687892246,31.64971186970456
9,"['frag_06_c00001', 'frag_14_c00001']",36.116076687892246,36.116076687892246
10,"['frag_06_c00001', 'frag_14_c00001']",36.11607668789247,36.116076687892246
11,"['frag_06_c00001', 'frag_14_c00001']",36.11607668789247,36.11607668789247
12,"['frag_03_c00001', 'frag_04_c00001', 'frag_11_c00001']",39.68455617779546,36.11607668789247
13,"['frag_03_c00001', 'frag_04_c00001', 'frag_11_c00001']",39.68455617779546,39.68455617779546
14,"['frag_03_c00001', 'frag_04_c00001', 'frag_11_c00001']",39.68455617779546,39.68455617779546
15,"['frag_03_c00001', 'frag_04_c00001', 'frag_11_c00001']",39.68455617779546,39.68455617779546
16,"['frag_03_c00001', 'frag_04_c00001', 'frag_11_c00001']",39.684556177795685,39.68455617779546
17,"['frag_03_c00001', 'frag_04_c00001', 'frag_11_c00001']",39.684556177795685,39.684556177795685
18,"['frag_03_c00001', 'frag_04_c00001', 'frag_11_c00001']",39.684556177795685,39.684556177795685
19,"['frag_03_c00001', 'frag_04_c00001', 'frag_11_c00001']",39.684556177795685,39.684556177795685
20,"['frag_04_c00001', 'frag_06_c00001', 'frag_08_c00001']",42.33278690887778,39.684556177795685
21,"['frag_04_c00001', 'frag_06_c00001', 'frag_08_c00001']",42.33278690887778,42.33278690887778
22,"['frag_04_c00001', 'frag_06_c00001', 'frag_08_c00001']",42.33278690887778,42.33278690887778
23,"['frag_04_c00001', 'frag_06_c00001', 'frag_08_c00001']",42.33278690887778,42.33278690887778
24,"['frag_04_c00001', 'frag_06_c00001', 'frag_08_c00001']",42.332786908878006,42.33278690887778
25,"['frag_04_c00001', 'frag_06_c00001', 'frag_08_c00001']",42.332786908878006,42.332786908878006
26,"['frag_04_c00001', 'frag_06_c00001', 'frag_08_c00001']",42.33278690887869,42.332786908878006
27,"['frag_04_c00001', 'frag_06_c00001', 'frag_08_c00001']",42.33278690887869,42.33278690887869
28,"['frag_04_c00001', 'frag_06_c00001', 'frag_10_c00001']",46.59551551393997,42.33278690887869
29,"['frag_04_c00001', 'frag_06_c00001', 'frag_10_c00001']",46.59551551393997,46.59551551393997
30,"['frag_04_c00001', 'frag_06_c00001', 'frag_10_c00001']",46.5955155139402,46.59551551393997
31,"['frag_04_c00001', 'frag_06_c00001', 'frag_10_c00001']",46.5955155139402,46.5955155139402
32,"['frag_04_c00001', 'frag_06_c00001', 'frag_10_c00001']",46.5955155139402,46.5955155139402
33,"['frag_04_c00001', 'frag_06_c00001', 'frag_10_c00001']",46.5955155139402,46.5955155139402
34,"['frag_04_c00001', 'frag_06_c00001', 'frag_10_c00001']",46.5955155139402,46.5955155139402
35,"['frag_04_c00001', 'frag_06_c00001', 'frag_10_c00001']",46.5955155139402,46.5955155139402
36,"['frag_01_c00001', 'frag_03_c00001', 'frag_14_c00001']",46.98547525957406,46.5955155139402
37,"['frag_01_c00001', 'frag_03_c00001', 'frag_14_c00001']",46.98547525957406,46.98547525957406
38,"['frag_01_c00001', 'frag_03_c00001', 'frag_14_c00001']",46.98547525957406,46.98547525957406
39,"['frag_01_c00001', 'frag_03_c00001', 'frag_14_c00001']",46.98547525957406,46.98547525957406
40,"['frag_01_c00001', 'frag_03_c00001', 'frag_14_c00001']",46.98547525957406,46.98547525957406
41,"['frag_01_c00001', 'frag_03_c00001', 'frag_14_c00001']",46.98547525957429,46.98547525957406
42,"['frag_01_c00001', 'frag_03_c00001', 'frag_14_c00001']",46.98547525957429,46.98547525957429
43,"['frag_01_c00001', 'frag_03_c00001', 'frag_14_c00001']",46.98547525957429,46.98547525957429
44,"['frag_10_c00001', 'frag_11_c00001']",48.57978626695626,46.98547525957429
45,"['frag_10_c00001', 'frag_11_c00001']",48.57978626695626,48.57978626695626
46,"['frag_10_c00001', 'frag_11_c00001']",48.57978626695626,48.57978626695626
47,"['frag_10_c00001', 'frag_11_c00001']",48.57978626695626,48.57978626695626
48,"['frag_01_c00001', 'frag_08_c00001', 'frag_10_c00001']",48.76210016118284,48.57978626695626
49,"['frag_01_c00001', 'frag_08_c00001', 'frag_10_c00001']",48.76210016118284,48.76210016118284
50,"['frag_01_c00001', 'frag_08_c00001', 'frag_10_c00001']",48.76210016118284,48.76210016118284
51,"['frag_01_c00001', 'frag_08_c00001', 'frag_10_c00001']",48.76210016118284,48.76210016118284
52,"['frag_01_c00001', 'frag_08_c00001', 'frag_10_c00001']",48.76210016118284,48.76210016118284
53,"['frag_01_c00001', 'frag_08_c00001', 'frag_10_c00001']",48.76210016118284,48.76210016118284
54,"['frag_01_c00001', 'frag_08_c00001', 'frag_10_c00001']",48.76210016118284,48.76210016118284
55,"['frag_01_c00001', 'frag_08_c00001', 'frag_10_c00001']",48.76210016118284,48.76210016118284
56,"['frag_01_c00001', 'frag_08_c00001', 'frag_08_c00001']",48.88186467528749,48.76210016118284
57,"['frag_01_c00001', 'frag_08_c00001', 'frag_08_c00001']",48.88186467528749,48.88186467528749
58,"['frag_03_c00001', 'frag_04_c00001', 'frag_04_c00001', 'frag_06_c00001']",51.2794788436895,48.88186467528749
59,"['frag_03_c00001', 'frag_04_c00001', 'frag_04_c00001', 'frag_06_c00001']",51.2794788436895,51.2794788436895
60,"['frag_03_c00001', 'frag_04_c00001', 'frag_04_c00001', 'frag_06_c00001']",51.27947884368996,51.2794788436895
61,"['frag_03_c00001', 'frag_04_c00001', 'frag_04_c00001', 'frag_06_c00001']",51.27947884368996,51.27947884368996
62,"['frag_03_c00001', 'frag_05_c00001', 'frag_08_c00001']",53.83287661947156,51.27947884368996
63,"['frag_03_c00001', 'frag_05_c00001', 'frag_08_c00001']",53.83287661947156,53.83287661947156
64,"['frag_03_c00001', 'frag_05_c00001', 'frag_08_c00001']",53.83287661947156,53.83287661947156
65,"['frag_03_c00001', 'frag_05_c00001', 'frag_08_c00001']",53.83287661947156,53.83287661947156
66,"['frag_03_c00001', 'frag_05_c00001', 'frag_08_c00001']",53.83287661947179,53.83287661947156
67,"['frag_03_c00001', 'frag_05_c00001', 'frag_08_c00001']",53.83287661947179,53.83287661947179
68,"['frag_03_c00001', 'frag_05_c00001', 'frag_08_c00001']",53.832876619472245,53.83287661947179
69,"['frag_03_c00001', 'frag_05_c00001', 'frag_08_c00001']",53.832876619472245,53.832876619472245
