frag_28.xyz,-208.81327713
frag_290.xyz,-455.70011281
frag_291.xyz,-494.94972867
frag_292.xyz,-213.38370589
frag_293.xyz,-268.62957655
frag_294.xyz,-381.77493645
frag_295.xyz,-421.02336467
frag_296.xyz,-556.06944187
frag_297.xyz,-595.30915073
frag_298.xyz,-650.55358015
frag_299.xyz,-763.66975186
frag_29.xyz,-248.06224698
frag_2.xyz,-56.44080060
frag_300.xyz,-763.70246421
frag_301.xyz,-802.95130971
frag_302.xyz,-708.42300068
frag_303.xyz,-158.14509436
frag_304.xyz,-556.07684748
frag_305.xyz,-611.32330634
frag_306.xyz,-595.31101908
frag_307.xyz,-762.47003988
frag_308.xyz,-837.59091520
frag_309.xyz,-801.71617489
frag_30.xyz,-325.30900978
frag_310.xyz,-708.42042162
frag_311.xyz,-783.54440155
frag_312.xyz,-747.65957236
frag_313.xyz,-822.78388451
frag_314.xyz,-802.90483009
frag_315.xyz,-649.35571224
frag_316.xyz,-688.60639320
frag_317.xyz,-800.52362552
frag_318.xyz,-743.84898884
frag_319.xyz,-762.50237838
frag_31.xyz,-402.55863027
frag_320.xyz,-634.55053186
frag_321.xyz,-689.79504011
frag_322.xyz,-802.91125726
frag_323.xyz,-802.94572392
frag_324.xyz,-747.66459675
frag_325.xyz,-724.43936667
frag_326.xyz,-799.55846257
frag_327.xyz,-837.57860117
frag_328.xyz,-669.18536328
frag_329.xyz,-744.30968262
frag_32.xyz,-402.56404664
frag_330.xyz,-724.47070981
frag_331.xyz,-763.72002022
frag_332.xyz,-818.97034907
frag_333.xyz,-611.31255247
frag_334.xyz,-650.55625956
frag_335.xyz,-705.80349637
frag_336.xyz,-817.73514111
frag_337.xyz,-818.95057434
frag_338.xyz,-762.48392168
frag_339.xyz,-724.46541391
frag_33.xyz,-208.78168804
frag_340.xyz,-213.39069544
frag_341.xyz,-326.50640307
frag_342.xyz,-365.73517426
frag_343.xyz,-401.62944751
frag_344.xyz,-440.86994143
frag_345.xyz,-514.78131117
frag_346.xyz,-480.10329076
frag_347.xyz,-478.88357340
frag_348.xyz,-439.65147494
frag_349.xyz,-478.90069150
frag_34.xyz,-321.93005046
frag_350.xyz,-404.97726653
frag_351.xyz,-460.22374149
frag_352.xyz,-271.25681470
frag_353.xyz,-346.37951542
frag_354.xyz,-252.62247775
frag_355.xyz,-365.76996480
frag_356.xyz,-403.79634153
frag_357.xyz,-459.04401505
frag_358.xyz,-326.53720785
frag_359.xyz,-365.78576170
frag_35.xyz,-361.17876128
frag_360.xyz,-421.03705915
frag_361.xyz,-291.86346944
frag_362.xyz,-347.10946877
frag_363.xyz,-460.25516485
frag_36.xyz,-438.42361193
frag_37.xyz,-134.90975625
frag_38.xyz,-248.02780084
frag_39.xyz,-361.17056743
frag_3.xyz,-399.12030649
frag_40.xyz,-400.41964959
frag_41.xyz,-477.66618434
frag_42.xyz,-248.05622296
frag_43.xyz,-287.30452518
frag_44.xyz,-364.55107436
frag_45.xyz,-441.80279453
frag_46.xyz,-441.80834832
frag_47.xyz,-192.77935697
frag_48.xyz,-477.59315930
frag_49.xyz,-532.84024795
frag_4.xyz,-76.27633438
frag_50.xyz,-645.95395992
frag_51.xyz,-759.09794662
frag_52.xyz,-798.35241433
frag_53.xyz,-645.98581716
frag_54.xyz,-685.23440626
frag_55.xyz,-762.48134012
frag_56.xyz,-590.70610746
frag_57.xyz,-264.07964308
frag_58.xyz,-377.22282483
frag_59.xyz,-416.47125709
frag_5.xyz,-79.66519381
frag_60.xyz,-493.71719314
frag_61.xyz,-493.60293764
frag_62.xyz,-532.83981360
frag_63.xyz,-644.76747388
frag_64.xyz,-700.01622233
frag_65.xyz,-813.16016756
frag_66.xyz,-852.40983998
frag_67.xyz,-588.09216900
frag_68.xyz,-701.23502716
frag_69.xyz,-740.48381072
frag_6.xyz,-438.35189038
frag_70.xyz,-817.73067116
frag_71.xyz,-246.83495458
frag_72.xyz,-302.08206385
frag_73.xyz,-415.22744394
frag_74.xyz,-454.47644352
frag_75.xyz,-190.15592526
frag_76.xyz,-303.30265977
frag_77.xyz,-342.55081040
frag_78.xyz,-419.79774070
frag_79.xyz,-606.74548040
frag_7.xyz,-95.66750036
frag_80.xyz,-228.65795151
frag_81.xyz,-134.89952313
frag_82.xyz,-361.15981745
frag_83.xyz,-436.28433003
frag_84.xyz,-759.09168151
frag_85.xyz,-834.21831261
frag_86.xyz,-399.18664697
frag_87.xyz,-474.31443979
frag_88.xyz,-797.12130667
frag_89.xyz,-872.24095904
frag_8.xyz,-114.28413721
frag_90.xyz,-852.37156220
frag_91.xyz,-529.55610567
frag_92.xyz,-454.43447400
frag_93.xyz,-248.04265768
frag_94.xyz,-645.97769462
frag_95.xyz,-286.07346207
frag_96.xyz,-684.00770147
frag_97.xyz,-739.25713221
frag_98.xyz,-852.39953803
frag_99.xyz,-341.32267972
frag_9.xyz,-78.42605988
