121259.xyz,-387.746794555148
12351.xyz,-312.682253110873
35811.xyz,-381.495807845803
85759.xyz,-401.342548599894
96295.xyz,-459.489398024180
5696.xyz,-362.120724382710
31476.xyz,-419.919861186022
55607.xyz,-486.551134593892
68076.xyz,-423.596073766732
120425.xyz,-386.565334566598
sildenafil.xyz,-1880.988440499537
troglitazone.xyz,-1757.199317300550
penicillin.xyz,-1427.03460550
imatinib.xyz,-1579.363234098448
pemetrexed.xyz,-1497.278198361897
raltegravir.xyz,-1576.426015665058
sitagliptin.xyz,-1563.990092506415
oxycodone.xyz,-1052.286172534361
pregabalin.xyz,-519.353212572484
pixaban.xyz,-1539.592421196231
frag_100.xyz,-454.46610342
frag_101.xyz,-493.71503002
frag_102.xyz,-397.04950469
frag_103.xyz,-436.29837666
frag_104.xyz,-491.54939099
frag_105.xyz,-416.42928077
frag_106.xyz,-529.57154628
frag_107.xyz,-303.31382688
frag_108.xyz,-416.45786244
frag_109.xyz,-455.70475509
frag_10.xyz,-189.40845433
frag_110.xyz,-248.01255627
frag_111.xyz,-323.14541462
frag_112.xyz,-645.94318463
frag_113.xyz,-721.07483797
frag_114.xyz,-287.25476414
frag_115.xyz,-362.38785070
frag_116.xyz,-685.18612863
frag_117.xyz,-760.32090634
frag_118.xyz,-815.57291057
frag_119.xyz,-740.43372981
frag_11.xyz,-155.68279518
frag_120.xyz,-853.58418322
frag_121.xyz,-417.63217125
frag_122.xyz,-530.77755731
frag_123.xyz,-342.49903505
frag_124.xyz,-455.64522202
frag_125.xyz,-494.89369584
frag_126.xyz,-532.83100189
frag_127.xyz,-174.14164937
frag_128.xyz,-572.07395704
frag_129.xyz,-627.32152045
frag_12.xyz,-231.80541137
frag_130.xyz,-740.46863015
frag_131.xyz,-779.72149769
frag_132.xyz,-229.38734000
frag_133.xyz,-342.53064594
frag_134.xyz,-381.78514007
frag_135.xyz,-459.02923925
frag_136.xyz,-283.91527039
frag_137.xyz,-477.58749074
frag_138.xyz,-516.82741330
frag_139.xyz,-572.07577639
frag_13.xyz,-117.66757632
frag_140.xyz,-556.06723158
frag_141.xyz,-611.31971362
frag_142.xyz,-666.56460908
frag_143.xyz,-778.49318345
frag_144.xyz,-779.70620277
frag_145.xyz,-818.95503462
frag_146.xyz,-723.24148168
frag_147.xyz,-611.31147959
frag_148.xyz,-724.42749017
frag_149.xyz,-837.57822511
frag_14.xyz,-194.92670923
frag_150.xyz,-724.45722653
frag_151.xyz,-763.70582461
frag_152.xyz,-669.18090794
frag_153.xyz,-685.21168194
frag_154.xyz,-532.83594191
frag_155.xyz,-572.07993864
frag_156.xyz,-627.32902090
frag_157.xyz,-739.25306747
frag_158.xyz,-852.39094442
frag_159.xyz,-740.46626921
frag_15.xyz,-271.04840927
frag_160.xyz,-779.72376076
frag_161.xyz,-684.00149650
frag_162.xyz,-572.07160933
frag_163.xyz,-685.18827797
frag_164.xyz,-798.33773085
frag_165.xyz,-837.58336897
frag_166.xyz,-685.21728802
frag_167.xyz,-724.46844891
frag_168.xyz,-801.71572207
frag_169.xyz,-629.94103560
frag_16.xyz,-194.92781739
frag_170.xyz,-645.97642415
frag_171.xyz,-118.90432583
frag_172.xyz,-516.83519865
frag_173.xyz,-174.14906444
frag_174.xyz,-572.08137770
frag_175.xyz,-685.20040801
frag_176.xyz,-760.32192460
frag_177.xyz,-723.22710593
frag_178.xyz,-798.34820849
frag_179.xyz,-837.59429073
frag_17.xyz,-153.53627454
frag_180.xyz,-836.36947785
frag_181.xyz,-762.47315836
frag_182.xyz,-817.72280376
frag_183.xyz,-873.47775997
frag_184.xyz,-798.33941986
frag_185.xyz,-837.58914774
frag_186.xyz,-287.26793331
frag_187.xyz,-326.49219823
frag_188.xyz,-362.38911113
frag_189.xyz,-401.62894927
frag_18.xyz,-230.78218928
frag_190.xyz,-514.77355417
frag_191.xyz,-475.54153404
frag_192.xyz,-514.79224593
frag_193.xyz,-440.87135519
frag_194.xyz,-496.11559031
frag_195.xyz,-439.64402874
frag_196.xyz,-477.66749887
frag_197.xyz,-400.41055891
frag_198.xyz,-439.65973732
frag_199.xyz,-494.91242464
frag_19.xyz,-308.03287072
frag_1.xyz,-40.42867472
frag_200.xyz,-365.73786377
frag_201.xyz,-420.98221217
frag_202.xyz,-721.08164397
frag_203.xyz,-683.98270265
frag_204.xyz,-759.12083690
frag_205.xyz,-872.26018662
frag_206.xyz,-798.36682234
frag_207.xyz,-853.61601105
frag_208.xyz,-797.12832009
frag_209.xyz,-835.14883028
frag_20.xyz,-384.15987707
frag_210.xyz,-723.23562631
frag_211.xyz,-778.48084552
frag_212.xyz,-834.23113193
frag_213.xyz,-873.46897326
frag_214.xyz,-853.59991732
frag_215.xyz,-287.25611734
frag_216.xyz,-323.14861159
frag_217.xyz,-362.39010866
frag_218.xyz,-475.53401981
frag_219.xyz,-513.55828421
frag_21.xyz,-308.03917748
frag_220.xyz,-436.30194447
frag_221.xyz,-475.55260839
frag_222.xyz,-530.80483059
frag_223.xyz,-401.62873390
frag_224.xyz,-456.87671112
frag_225.xyz,-400.40312201
frag_226.xyz,-438.42866814
frag_227.xyz,-493.67891977
frag_228.xyz,-455.67284899
frag_229.xyz,-326.49595503
frag_22.xyz,-169.58057958
frag_230.xyz,-381.74504827
frag_231.xyz,-494.88921260
frag_232.xyz,-629.94536393
frag_233.xyz,-705.06892234
frag_234.xyz,-669.18299181
frag_235.xyz,-744.30350722
frag_236.xyz,-783.54330016
frag_237.xyz,-838.78752492
frag_238.xyz,-708.42289821
frag_239.xyz,-763.66716541
frag_23.xyz,-208.82880220
frag_240.xyz,-821.53634348
frag_241.xyz,-232.01831814
frag_242.xyz,-307.13832909
frag_243.xyz,-665.82598036
frag_244.xyz,-705.06091481
frag_245.xyz,-744.30079932
frag_246.xyz,-799.54494414
frag_247.xyz,-857.41385581
frag_248.xyz,-724.42504047
frag_249.xyz,-837.54112471
frag_24.xyz,-286.07331151
frag_250.xyz,-837.57059741
frag_251.xyz,-782.29409866
frag_252.xyz,-267.89916580
frag_253.xyz,-610.11221903
frag_254.xyz,-723.25864046
frag_255.xyz,-761.28122870
frag_256.xyz,-816.52921568
frag_257.xyz,-649.35832063
frag_258.xyz,-704.60556586
frag_259.xyz,-817.75128478
frag_25.xyz,-363.32668134
frag_260.xyz,-685.22880725
frag_261.xyz,-724.47762481
frag_262.xyz,-779.72893712
frag_263.xyz,-213.38081147
frag_264.xyz,-326.53036381
frag_265.xyz,-364.55352083
frag_266.xyz,-419.80289713
frag_267.xyz,-287.29569465
frag_268.xyz,-326.54446687
frag_269.xyz,-381.79572092
frag_26.xyz,-439.45420332
frag_270.xyz,-494.93993904
frag_271.xyz,-252.62291172
frag_272.xyz,-307.86878628
frag_273.xyz,-421.01337000
frag_274.xyz,-460.26172335
frag_275.xyz,-570.87531809
frag_276.xyz,-684.01547354
frag_277.xyz,-722.03836497
frag_278.xyz,-777.28997748
frag_279.xyz,-610.12090710
frag_27.xyz,-363.33034528
frag_280.xyz,-665.36728486
frag_281.xyz,-778.51490085
frag_282.xyz,-817.75472850
frag_283.xyz,-740.48608055
frag_284.xyz,-853.62969941
frag_285.xyz,-287.28981054
frag_286.xyz,-325.31496984
frag_287.xyz,-380.56422079
frag_288.xyz,-493.70783235
frag_289.xyz,-342.55573676
