,Property,Value
0,num_targets,1
1,targets,['sildenafil']
0,time_generate_database,16.42738962173462
0,time_generate_targets,0.24375247955322266
0,time_cur_subset,93.14349508285522
0,time_fps_subset,2773.916664838791
0,time_sml_subset,2.505354642868042
0,time_algo_model,720.8144309520721
0,time_algo_subset,1124.264686346054
0,time_learning_curves,22.149782419204712
0,time_learning_curves_random,9.42769718170166
0,time_plots_individual,5.445789575576782
0,time_plots_average,0.8068370819091797
